"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.252297250E0,-1.981400108E1,-3.029000044E0,-1.335520020E2,1.350477942E2
2.260291156E0,-2.051100159E1,-2.743000031E0,-1.353339996E2,1.369069636E2
2.268285180E0,-1.993200111E1,-2.697000027E0,-1.367890015E2,1.382598619E2
2.276282602E0,-1.978900146E1,-2.403000116E0,-1.358980103E2,1.373522777E2
2.284277367E0,-2.021700096E1,-1.977000117E0,-1.342230072E2,1.357514321E2
2.292268891E0,-2.035900116E1,-2.184000015E0,-1.357840118E2,1.373191780E2
2.300266664E0,-2.042000008E1,-2.930000067E0,-1.373430023E2,1.388836261E2
2.308262758E0,-2.048400116E1,-2.373000145E0,-1.350010071E2,1.365668237E2
2.316261781E0,-2.034000015E1,-2.078000069E0,-1.339990082E2,1.355498723E2
2.324260649E0,-1.995400047E1,-3.320000172E0,-1.341080017E2,1.356250001E2
2.332258266E0,-2.063400078E1,-3.018000126E0,-1.336580048E2,1.352750256E2
2.340260102E0,-2.059300041E1,-2.462000132E0,-1.331020050E2,1.347081172E2
2.348258696E0,-2.011300087E1,-2.236000061E0,-1.335530090E2,1.350775286E2
2.356256625E0,-1.969800186E1,-1.369000077E0,-1.327779999E2,1.342381566E2
2.364249516E0,-1.885900116E1,-1.189000010E0,-1.317799988E2,1.331279224E2
2.372244008E0,-1.963400078E1,-2.184000015E0,-1.326630096E2,1.341258289E2
2.380243188E0,-1.999700165E1,-2.312000036E0,-1.329950104E2,1.345098443E2
2.388238813E0,-2.028900146E1,-1.514000058E0,-1.322150116E2,1.337712416E2
2.396236117E0,-2.099500084E1,-1.408000112E0,-1.335510101E2,1.351985386E2
2.404233383E0,-2.049900055E1,-2.646000147E0,-1.346650085E2,1.362419718E2
2.412230141E0,-1.965000153E1,-2.457000017E0,-1.323270111E2,1.338005877E2
2.420226391E0,-1.987900162E1,-2.301000118E0,-1.329960022E2,1.344931445E2
2.428221156E0,-2.027200127E1,-2.804000139E0,-1.342190094E2,1.357702432E2
2.436215414E0,-1.988900185E1,-2.397000074E0,-1.335540009E2,1.350480994E2
